time,city,temperature,humidity,condition,aqi,pm25,pm10,co,no2
2026-06-04 12:51:14,Kolkata,32.13,64,Clear,4,63.66,93.07,253.81,2.76
2026-06-04 12:51:14,Vijayawada,36.82,36,Clouds,2,14.08,16.95,174.24,3.2
2026-06-04 12:51:15,Pune,29.75,58,Clouds,1,1.91,3.18,81.62,0.75
2026-06-04 12:51:16,Ahmedabad,38.05,37,Clear,2,7.78,24.58,102.78,1.79
2026-06-04 12:51:17,Jaipur,25.51,60,Clouds,2,12.96,31.46,129.62,3.34
2026-06-04 13:11:31,Delhi,40.55,18,Clouds,3,25.97,41.99,253.2,7.12
2026-06-04 13:11:32,Mumbai,30.62,79,Clear,1,3.56,7.61,76.27,0.04
2026-06-04 13:11:33,Hyderabad,34.03,35,Clouds,2,8.71,10.31,128.12,4.74
2026-06-04 13:11:34,Chennai,32.41,71,Clouds,1,6.85,9.2,193.32,14.81
2026-06-04 13:11:35,Bangalore,29.57,55,Clouds,1,4.09,6.37,183.61,9.28
2026-06-04 13:11:35,Kolkata,34.67,50,Clear,4,63.66,93.07,253.81,2.76
2026-06-04 13:11:36,Vijayawada,37.87,33,Clouds,2,15.44,18.32,205.59,5.6
2026-06-04 13:11:36,Pune,31.89,38,Clouds,1,2.39,3.35,84.43,1.14
2026-06-04 13:11:37,Ahmedabad,38.05,37,Clear,2,8.12,24.54,106.04,1.77
2026-06-04 13:11:38,Jaipur,25.51,60,Clouds,2,13.35,25.22,173.22,7.69
2026-06-04 13:16:39,Delhi,37.3,25,Clouds,2,17.23,26.07,192.2,6.67
2026-06-04 13:16:39,Mumbai,30.62,79,Clear,1,3.56,7.61,76.27,0.04
2026-06-04 13:16:40,Hyderabad,32.46,42,Clouds,2,8.71,10.31,128.12,4.74
2026-06-04 13:16:41,Chennai,32.41,71,Clouds,1,6.85,9.2,193.32,14.81
2026-06-04 13:16:41,Bangalore,29.57,55,Clouds,1,4.09,6.37,183.61,9.28
2026-06-04 13:16:42,Kolkata,34.67,50,Clear,4,64.72,81.99,275.49,2.74
2026-06-04 13:16:42,Vijayawada,37.87,33,Clouds,2,15.44,18.32,205.59,5.6
2026-06-04 13:16:43,Pune,31.89,40,Clouds,1,2.39,3.35,84.43,1.14
2026-06-04 13:16:43,Ahmedabad,38.66,35,Clear,2,8.12,24.54,106.04,1.77
2026-06-04 13:16:44,Jaipur,27.3,47,Clouds,2,13.35,25.22,173.22,7.69
2026-06-04 13:21:45,Delhi,37.3,25,Clouds,2,17.23,26.07,192.2,6.67
2026-06-04 13:21:47,Mumbai,30.62,79,Clear,1,3.56,7.61,76.27,0.04
2026-06-04 13:21:47,Hyderabad,32.46,42,Clouds,2,8.71,10.31,128.12,4.74
2026-06-04 13:21:48,Chennai,32.1,72,Clouds,1,6.85,9.2,193.32,14.81
2026-06-04 13:21:49,Bangalore,29.57,55,Clouds,1,4.09,6.37,183.61,9.28
2026-06-04 13:21:49,Kolkata,34.67,50,Clear,4,64.72,81.99,275.49,2.74
2026-06-04 13:21:50,Vijayawada,37.87,33,Clouds,2,15.44,18.32,205.59,5.6
2026-06-04 13:21:51,Pune,31.89,40,Clouds,1,2.39,3.35,84.43,1.14
2026-06-04 13:21:51,Ahmedabad,38.66,35,Clear,2,8.12,24.54,106.04,1.77
2026-06-04 13:21:52,Jaipur,27.3,47,Clouds,2,13.35,25.22,173.22,7.69
2026-06-04 13:26:53,Delhi,37.3,25,Clouds,2,17.23,26.07,192.2,6.67
2026-06-04 13:26:53,Mumbai,30.62,79,Clear,1,3.56,7.61,76.27,0.04
2026-06-04 13:26:54,Hyderabad,32.46,42,Clouds,2,8.71,10.31,128.12,4.74
2026-06-04 13:26:54,Chennai,32.1,72,Clouds,1,6.85,9.2,193.32,14.81
2026-06-04 13:26:55,Bangalore,30.09,56,Clouds,1,4.09,6.37,183.61,9.28
2026-06-04 13:26:56,Kolkata,34.67,50,Clear,4,64.72,81.99,275.49,2.74
2026-06-04 13:26:56,Vijayawada,37.87,33,Clouds,2,15.44,18.32,205.59,5.6
2026-06-04 13:26:57,Pune,31.34,41,Clouds,1,2.39,3.35,84.43,1.14
2026-06-04 13:26:57,Ahmedabad,38.66,35,Clear,2,8.12,24.54,106.04,1.77
2026-06-04 13:26:58,Jaipur,27.3,47,Clouds,2,13.35,25.22,173.22,7.69
2026-06-04 13:31:59,Delhi,37.3,25,Clouds,2,17.23,26.07,192.2,6.67
2026-06-04 13:31:59,Mumbai,30.62,79,Clear,1,3.36,7.32,76.54,0.05
2026-06-04 13:32:00,Hyderabad,32.46,42,Clouds,2,8.16,9.94,141.79,6.95
2026-06-04 13:32:01,Chennai,32.08,71,Clouds,1,7.05,9.56,213.66,18.27
2026-06-04 13:32:01,Bangalore,30.09,56,Clouds,1,4.53,7.39,201.07,10.72
2026-06-04 13:32:02,Kolkata,34.67,50,Clear,4,64.72,81.99,275.49,2.74
2026-06-04 13:32:03,Vijayawada,37.87,33,Clouds,2,16.79,20.68,238.87,7.27
2026-06-04 13:32:03,Pune,31.34,41,Clouds,1,2.31,3.24,84.53,1.41
2026-06-04 13:32:04,Ahmedabad,38.66,35,Clear,2,7.75,24.92,106.79,2.24
2026-06-04 13:32:05,Jaipur,27.3,47,Clouds,2,13.63,25.49,180.03,7.82
2026-06-04 13:50:13,Hyderabad,29.17,55,Clouds,2,8.16,9.94,141.79,6.95
2026-06-04 13:50:14,Chennai,32.07,72,Clouds,1,7.05,9.56,213.66,18.27
2026-06-04 13:50:14,Bangalore,29.17,57,Clouds,1,5.63,9.41,229.19,12.81
2026-06-04 13:50:15,Kolkata,28.18,77,Clouds,4,63.39,78.53,283.21,2.92
2026-06-04 13:50:16,Vijayawada,37.25,34,Clouds,2,16.79,20.68,238.87,7.27
2026-06-04 13:50:16,Pune,30.78,41,Clouds,1,2.31,3.24,84.53,1.41
2026-06-04 13:50:17,Ahmedabad,36.27,42,Clear,2,7.75,24.92,106.79,2.24
2026-06-04 13:50:18,Jaipur,26.99,53,Clouds,2,13.63,25.49,180.03,7.82
2026-06-04 13:55:19,Delhi,37.86,20,Clouds,2,18.41,29.9,257.6,13.06
2026-06-04 13:55:19,Mumbai,30.53,79,Clear,1,3.36,7.32,76.54,0.05
2026-06-04 13:55:20,Hyderabad,29.17,55,Clouds,2,8.16,9.94,141.79,6.95
2026-06-04 13:55:21,Chennai,31.93,73,Clouds,1,7.05,9.56,213.66,18.27
2026-06-04 13:55:21,Bangalore,29.17,58,Clouds,1,4.53,7.39,201.07,10.72
2026-06-04 13:55:22,Kolkata,28.18,77,Clouds,4,63.39,78.53,283.21,2.92
2026-06-04 13:55:22,Vijayawada,37.25,34,Clouds,2,16.79,20.68,238.87,7.27
2026-06-04 13:55:23,Pune,30.78,41,Clouds,1,2.31,3.24,84.53,1.41
2026-06-04 13:55:23,Ahmedabad,36.27,42,Clear,2,7.75,24.92,106.79,2.24
2026-06-04 13:55:24,Jaipur,26.99,53,Clouds,2,13.63,25.49,180.03,7.82
2026-06-04 14:00:24,Delhi,37.86,20,Clouds,2,18.41,29.9,257.6,13.06
2026-06-04 14:00:25,Mumbai,30.53,79,Clear,1,3.36,7.32,76.54,0.05
2026-06-04 14:00:26,Hyderabad,29.17,55,Clouds,2,8.16,9.94,141.79,6.95
2026-06-04 14:00:26,Chennai,31.93,73,Clouds,1,7.05,9.56,213.66,18.27
2026-06-04 14:00:27,Bangalore,29.17,58,Clouds,1,4.53,7.39,201.07,10.72
2026-06-04 14:00:28,Kolkata,28.18,77,Clouds,4,63.39,78.53,283.21,2.92
2026-06-04 14:00:28,Vijayawada,37.25,34,Clouds,2,16.79,20.68,238.87,7.27
2026-06-04 14:00:29,Pune,30.78,43,Clouds,1,2.31,3.24,84.53,1.41
2026-06-04 14:00:30,Ahmedabad,36.27,42,Clear,2,7.75,24.92,106.79,2.24
2026-06-04 14:00:30,Jaipur,26.99,53,Clouds,2,13.63,25.49,180.03,7.82
2026-06-04 14:05:31,Delhi,37.86,20,Clouds,2,18.41,29.9,257.6,13.06
2026-06-04 14:05:32,Mumbai,30.53,79,Clear,1,3.36,7.32,76.54,0.05
2026-06-04 14:05:32,Hyderabad,29.17,55,Clouds,2,8.16,9.94,141.79,6.95
2026-06-04 14:05:33,Chennai,31.93,72,Clouds,1,7.05,9.56,213.66,18.27
2026-06-04 14:05:34,Bangalore,29.17,58,Clouds,1,4.53,7.39,201.07,10.72
2026-06-04 14:05:34,Kolkata,28.18,77,Clouds,4,63.39,78.53,283.21,2.92
2026-06-04 14:05:35,Vijayawada,37.25,34,Clouds,2,16.79,20.68,238.87,7.27
2026-06-04 14:05:35,Pune,30.78,43,Clouds,1,2.31,3.24,84.53,1.41
2026-06-04 14:05:36,Ahmedabad,36.27,42,Clear,2,7.75,24.92,106.79,2.24
2026-06-04 14:05:36,Jaipur,26.99,53,Clouds,2,13.63,25.49,180.03,7.82
2026-06-04 14:10:37,Delhi,37.86,20,Clouds,2,18.41,29.9,257.6,13.06
2026-06-04 14:10:38,Mumbai,30.53,79,Clear,1,3.36,7.32,76.54,0.05
2026-06-04 14:10:38,Hyderabad,29.17,55,Clouds,2,8.16,9.94,141.79,6.95
2026-06-04 14:10:39,Chennai,31.93,72,Clouds,1,7.05,9.56,213.66,18.27
2026-06-04 14:10:39,Bangalore,29.17,58,Clouds,1,4.53,7.39,201.07,10.72
2026-06-04 14:10:40,Kolkata,28.18,77,Clouds,4,63.39,78.53,283.21,2.92
2026-06-04 14:10:41,Vijayawada,37.25,34,Clouds,2,16.79,20.68,238.87,7.27
2026-06-04 14:10:42,Pune,30.78,43,Clouds,1,2.31,3.24,84.53,1.41
2026-06-04 14:10:42,Ahmedabad,36.27,42,Clear,2,7.75,24.92,106.79,2.24
2026-06-04 14:10:43,Jaipur,26.99,53,Clouds,2,13.63,25.49,180.03,7.82
2026-06-04 14:15:44,Delhi,37.86,20,Clouds,2,18.41,29.9,257.6,13.06
2026-06-04 14:15:45,Mumbai,30.53,79,Clear,1,3.36,7.32,76.54,0.05
2026-06-04 14:15:45,Hyderabad,29.17,55,Clouds,2,8.16,9.94,141.79,6.95
2026-06-04 14:15:46,Chennai,32.2,72,Clouds,1,7.05,9.56,213.66,18.27
2026-06-04 14:15:47,Bangalore,29.17,59,Clouds,1,4.53,7.39,201.07,10.72
2026-06-04 14:15:47,Kolkata,28.18,77,Clouds,4,63.39,78.53,283.21,2.92
2026-06-04 14:15:48,Vijayawada,37.25,34,Clouds,2,16.79,20.68,238.87,7.27
2026-06-04 14:15:48,Pune,30.78,43,Clouds,1,2.31,3.24,84.53,1.41
2026-06-04 14:15:49,Ahmedabad,36.27,42,Clear,2,7.75,24.92,106.79,2.24
2026-06-04 14:15:49,Jaipur,26.99,53,Clouds,2,13.63,25.49,180.03,7.82
2026-06-04 14:20:50,Delhi,37.86,20,Clouds,2,18.41,29.9,257.6,13.06
2026-06-04 14:20:50,Mumbai,30.53,79,Clear,1,3.36,7.32,76.54,0.05
2026-06-04 14:20:51,Hyderabad,29.17,55,Clouds,2,8.16,9.94,141.79,6.95
2026-06-04 14:20:52,Chennai,32.2,72,Clouds,1,7.05,9.56,213.66,18.27
2026-06-04 14:20:52,Bangalore,29.17,59,Clouds,1,4.53,7.39,201.07,10.72
2026-06-04 14:20:53,Kolkata,28.18,77,Clouds,4,63.39,78.53,283.21,2.92
2026-06-04 14:20:54,Vijayawada,37.25,34,Clouds,2,16.79,20.68,238.87,7.27
2026-06-04 14:20:54,Pune,30.78,43,Clouds,1,2.31,3.24,84.53,1.41
2026-06-04 14:20:55,Ahmedabad,36.27,42,Clear,2,7.75,24.92,106.79,2.24
2026-06-04 14:20:56,Jaipur,26.99,53,Clouds,2,13.63,25.49,180.03,7.82
2026-06-04 14:25:56,Delhi,37.86,20,Clouds,2,18.41,29.9,257.6,13.06
2026-06-04 14:25:57,Mumbai,30.53,79,Clear,1,3.36,7.32,76.54,0.05
2026-06-04 14:25:58,Hyderabad,29.17,55,Clouds,2,8.16,9.94,141.79,6.95
2026-06-04 14:25:58,Chennai,32.03,72,Clouds,1,7.05,9.56,213.66,18.27
2026-06-04 14:25:59,Bangalore,29.17,59,Clouds,1,4.53,7.39,201.07,10.72
2026-06-04 14:25:59,Kolkata,28.18,77,Clouds,4,63.39,78.53,283.21,2.92
2026-06-04 14:26:00,Vijayawada,37.25,34,Clouds,2,16.79,20.68,238.87,7.27
2026-06-04 14:26:01,Pune,30.78,43,Clouds,1,2.31,3.24,84.53,1.41
2026-06-04 14:26:01,Ahmedabad,36.27,42,Clear,2,7.75,24.92,106.79,2.24
2026-06-04 14:26:01,Jaipur,26.99,53,Clouds,2,13.63,25.49,180.03,7.82
2026-06-04 14:31:02,Delhi,37.86,20,Clouds,2,18.41,29.9,257.6,13.06
2026-06-04 14:31:03,Mumbai,30.53,79,Clear,1,3.36,7.32,76.54,0.05
2026-06-04 14:31:03,Hyderabad,29.17,55,Clouds,2,7.34,9.09,154.34,8.48
2026-06-04 14:31:04,Chennai,32.03,72,Clouds,1,7.05,9.56,213.66,18.27
2026-06-04 14:31:04,Bangalore,29.17,59,Clouds,1,4.53,7.39,201.07,10.72
2026-06-04 14:31:05,Kolkata,28.18,77,Clouds,4,62.89,76.27,290.59,2.97
2026-06-04 14:31:06,Vijayawada,37.25,34,Clouds,2,18.89,24.04,271.7,8.16
2026-06-04 14:31:06,Pune,30.22,44,Clouds,1,2.31,3.24,84.53,1.41
2026-06-04 14:31:07,Ahmedabad,36.27,42,Clear,2,7.72,26.37,107.11,2.49
2026-06-04 14:31:08,Jaipur,26.99,53,Clouds,2,13.72,25.09,180.33,6.84
2026-06-04 14:36:09,Delhi,38.47,18,Clouds,2,19.41,33.43,307.56,16.18
2026-06-04 14:36:10,Mumbai,30.53,79,Clear,1,3.24,7.17,76.56,0.05
2026-06-04 14:36:10,Hyderabad,28.45,57,Clouds,2,7.34,9.09,154.34,8.48
2026-06-04 14:36:11,Chennai,32.03,73,Clouds,1,7.87,10.45,228.52,19.49
2026-06-04 14:36:11,Bangalore,29.17,60,Clouds,1,4.99,8.36,214.07,10.94
2026-06-04 14:36:12,Kolkata,28.18,77,Clouds,4,62.89,76.27,290.59,2.97
2026-06-04 14:36:12,Vijayawada,36.67,37,Clouds,2,18.89,24.04,271.7,8.16
2026-06-04 14:36:13,Pune,30.22,44,Clouds,1,2.25,3.13,84.89,1.48
2026-06-04 14:36:13,Ahmedabad,36.27,42,Clear,2,7.72,26.37,107.11,2.49
2026-06-04 14:36:14,Jaipur,26.99,53,Clouds,2,13.72,25.09,180.33,6.84
2026-06-04 14:41:15,Delhi,38.47,18,Clouds,2,19.41,33.43,307.56,16.18
2026-06-04 14:41:15,Mumbai,30.58,77,Clear,1,3.24,7.17,76.56,0.05
2026-06-04 14:41:16,Hyderabad,28.45,57,Clouds,2,7.34,9.09,154.34,8.48
2026-06-04 14:41:16,Chennai,32.03,73,Clouds,1,7.87,10.45,228.52,19.49
2026-06-04 14:41:17,Bangalore,29.17,60,Clouds,1,4.99,8.36,214.07,10.94
2026-06-04 14:41:18,Kolkata,28.21,65,Clouds,4,62.89,76.27,290.59,2.97
2026-06-04 14:41:18,Vijayawada,36.67,37,Clouds,2,18.89,24.04,271.7,8.16
2026-06-04 14:41:19,Pune,30.22,45,Clouds,1,2.25,3.13,84.89,1.48
2026-06-04 14:41:20,Ahmedabad,34,51,Clear,2,7.72,26.37,107.11,2.49
2026-06-04 14:41:20,Jaipur,28.19,47,Clouds,2,13.72,25.09,180.33,6.84
2026-06-04 14:46:21,Delhi,38.47,18,Clouds,2,19.41,33.43,307.56,16.18
2026-06-04 14:46:22,Mumbai,30.58,77,Clear,1,3.24,7.17,76.56,0.05
2026-06-04 14:46:22,Hyderabad,28.45,57,Clouds,2,7.34,9.09,154.34,8.48
2026-06-04 14:46:23,Chennai,32.02,73,Clouds,1,7.87,10.45,228.52,19.49
2026-06-04 14:46:24,Bangalore,25.75,76,Clouds,1,4.99,8.36,214.07,10.94
2026-06-04 14:46:24,Kolkata,28.21,65,Clouds,4,62.89,76.27,290.59,2.97
2026-06-04 14:46:25,Vijayawada,36.67,37,Clouds,2,18.89,24.04,271.7,8.16
2026-06-04 14:46:26,Pune,30.22,45,Clouds,1,2.25,3.13,84.89,1.48
2026-06-04 14:46:26,Ahmedabad,34,51,Clear,2,7.72,26.37,107.11,2.49
2026-06-04 14:46:27,Jaipur,28.19,47,Clouds,2,13.72,25.09,180.33,6.84
2026-06-04 14:51:27,Delhi,38.47,18,Clouds,2,19.41,33.43,307.56,16.18
2026-06-04 14:51:28,Mumbai,30.58,77,Clear,1,3.24,7.17,76.56,0.05
2026-06-04 14:51:29,Hyderabad,28.45,57,Clouds,2,7.34,9.09,154.34,8.48
2026-06-04 14:51:29,Chennai,32.02,73,Clouds,1,7.87,10.45,228.52,19.49
2026-06-04 14:51:30,Bangalore,25.75,76,Clouds,1,4.99,8.36,214.07,10.94
2026-06-04 14:51:30,Kolkata,28.21,65,Clouds,4,62.89,76.27,290.59,2.97
2026-06-04 14:51:31,Vijayawada,36.67,37,Clouds,2,18.89,24.04,271.7,8.16
2026-06-04 14:51:32,Pune,30.22,45,Clouds,1,2.25,3.13,84.89,1.48
2026-06-04 14:51:33,Ahmedabad,34,51,Clear,2,7.72,26.37,107.11,2.49
2026-06-04 14:51:33,Jaipur,28.19,47,Clouds,2,13.72,25.09,180.33,6.84
2026-06-04 14:56:34,Delhi,38.47,18,Clouds,2,19.41,33.43,307.56,16.18
2026-06-04 14:56:35,Mumbai,30.58,77,Clear,1,3.24,7.17,76.56,0.05
2026-06-04 14:56:35,Hyderabad,28.45,57,Clouds,2,7.34,9.09,154.34,8.48
2026-06-04 14:56:36,Chennai,31.95,74,Clouds,1,7.87,10.45,228.52,19.49
2026-06-04 14:56:37,Bangalore,25.75,75,Clouds,1,4.99,8.36,214.07,10.94
2026-06-04 14:56:38,Kolkata,28.21,65,Clouds,4,62.89,76.27,290.59,2.97
2026-06-04 14:56:38,Vijayawada,36.67,37,Clouds,2,18.89,24.04,271.7,8.16
2026-06-04 14:56:39,Pune,30.22,45,Clouds,1,2.25,3.13,84.89,1.48
2026-06-04 14:56:40,Ahmedabad,34,51,Clear,2,7.72,26.37,107.11,2.49
2026-06-04 14:56:40,Jaipur,28.19,47,Clouds,2,13.72,25.09,180.33,6.84
2026-06-04 15:01:41,Delhi,38.47,18,Clouds,2,19.41,33.43,307.56,16.18
2026-06-04 15:01:44,Mumbai,30.58,77,Clear,1,3.24,7.17,76.56,0.05
2026-06-04 15:01:47,Hyderabad,28.45,57,Clouds,2,7.34,9.09,154.34,8.48
2026-06-04 15:01:47,Chennai,31.95,74,Clouds,1,7.87,10.45,228.52,19.49
2026-06-04 15:01:48,Bangalore,25.75,75,Clouds,1,4.99,8.36,214.07,10.94
2026-06-04 15:01:50,Kolkata,28.21,65,Clouds,4,62.89,76.27,290.59,2.97
2026-06-04 15:01:51,Vijayawada,36.67,37,Clouds,2,18.89,24.04,271.7,8.16
2026-06-04 15:01:52,Pune,30.22,45,Clouds,1,2.25,3.13,84.89,1.48
2026-06-04 15:01:53,Ahmedabad,34,51,Clear,2,7.72,26.37,107.11,2.49
2026-06-04 15:01:54,Jaipur,28.19,47,Clouds,2,13.72,25.09,180.33,6.84
2026-06-04 15:06:55,Delhi,38.47,18,Clouds,2,19.41,33.43,307.56,16.18
2026-06-04 15:06:56,Mumbai,30.58,77,Clear,1,3.24,7.17,76.56,0.05
2026-06-04 15:06:56,Hyderabad,28.45,57,Clouds,2,7.34,9.09,154.34,8.48
2026-06-04 15:06:57,Chennai,31.94,75,Clouds,1,7.87,10.45,228.52,19.49
2026-06-04 15:06:58,Bangalore,25.75,74,Clouds,1,4.99,8.36,214.07,10.94
2026-06-04 15:06:58,Kolkata,28.21,65,Clouds,4,62.89,76.27,290.59,2.97
2026-06-04 15:06:59,Vijayawada,36.67,37,Clouds,2,18.89,24.04,271.7,8.16
2026-06-04 15:06:59,Pune,30.22,45,Clouds,1,2.25,3.13,84.89,1.48
2026-06-04 15:07:00,Ahmedabad,34,51,Clear,2,7.72,26.37,107.11,2.49
2026-06-04 15:07:00,Jaipur,28.19,47,Clouds,2,13.72,25.09,180.33,6.84
2026-06-04 15:12:01,Delhi,38.47,18,Clouds,2,19.41,33.43,307.56,16.18
2026-06-04 15:12:01,Mumbai,30.58,77,Clear,1,3.24,7.17,76.56,0.05
2026-06-04 15:12:02,Hyderabad,28.45,57,Clouds,2,7.34,9.09,154.34,8.48
2026-06-04 15:12:03,Chennai,31.94,75,Clouds,1,7.87,10.45,228.52,19.49
2026-06-04 15:12:03,Bangalore,25.75,74,Clouds,1,4.99,8.36,214.07,10.94
2026-06-04 15:12:04,Kolkata,28.21,65,Clouds,4,62.89,76.27,290.59,2.97
2026-06-04 15:12:05,Vijayawada,36.67,37,Clouds,2,18.89,24.04,271.7,8.16
2026-06-04 15:12:05,Pune,29.67,47,Clouds,1,2.25,3.13,84.89,1.48
2026-06-04 15:12:06,Ahmedabad,34,51,Clear,2,7.72,26.37,107.11,2.49
2026-06-04 15:12:07,Jaipur,28.19,47,Clouds,2,13.72,25.09,180.33,6.84
2026-06-04 15:17:08,Delhi,38.47,18,Clouds,2,19.41,33.43,307.56,16.18
2026-06-04 15:17:09,Mumbai,30.58,77,Clear,1,3.24,7.17,76.56,0.05
2026-06-04 15:17:09,Hyderabad,28.45,57,Clouds,2,7.34,9.09,154.34,8.48
2026-06-04 15:17:10,Chennai,31.49,76,Clouds,1,7.87,10.45,228.52,19.49
2026-06-04 15:17:11,Bangalore,23.08,86,Clouds,1,4.99,8.36,214.07,10.94
2026-06-04 15:17:11,Kolkata,28.21,65,Clouds,4,62.89,76.27,290.59,2.97
2026-06-04 15:17:12,Vijayawada,36.67,37,Clouds,2,18.89,24.04,271.7,8.16
2026-06-04 15:17:12,Pune,29.67,47,Clouds,1,2.25,3.13,84.89,1.48
2026-06-04 15:17:13,Ahmedabad,34,51,Clear,2,7.72,26.37,107.11,2.49
2026-06-04 15:17:14,Jaipur,28.19,47,Clouds,2,13.72,25.09,180.33,6.84
2026-06-04 15:22:14,Delhi,38.47,18,Clouds,2,19.41,33.43,307.56,16.18
2026-06-04 15:22:15,Mumbai,30.58,77,Clear,1,3.24,7.17,76.56,0.05
2026-06-04 15:22:16,Hyderabad,28.45,57,Clouds,2,7.34,9.09,154.34,8.48
2026-06-04 15:22:16,Chennai,31.49,76,Clouds,1,7.87,10.45,228.52,19.49
2026-06-04 15:22:17,Bangalore,23.08,86,Clouds,1,4.99,8.36,214.07,10.94
2026-06-04 15:22:17,Kolkata,28.21,65,Clouds,4,62.89,76.27,290.59,2.97
2026-06-04 15:22:18,Vijayawada,36.67,37,Clouds,2,18.89,24.04,271.7,8.16
2026-06-04 15:22:19,Pune,29.67,47,Clouds,1,2.25,3.13,84.89,1.48
2026-06-04 15:22:20,Ahmedabad,34,51,Clear,2,7.72,26.37,107.11,2.49
2026-06-04 15:22:20,Jaipur,28.19,47,Clouds,2,13.72,25.09,180.33,6.84
2026-06-04 15:27:21,Delhi,38.47,18,Clouds,2,19.41,33.43,307.56,16.18
2026-06-04 15:27:22,Mumbai,30.58,77,Clear,1,3.24,7.17,76.56,0.05
2026-06-04 15:27:23,Hyderabad,28.45,57,Clouds,2,7.34,9.09,154.34,8.48
2026-06-04 15:27:24,Chennai,31.49,76,Clouds,1,7.87,10.45,228.52,19.49
2026-06-04 15:27:24,Bangalore,23.08,86,Clouds,1,4.99,8.36,214.07,10.94
2026-06-04 15:27:25,Kolkata,28.21,65,Clouds,4,62.89,76.27,290.59,2.97
2026-06-04 15:27:26,Vijayawada,36.67,37,Clouds,2,18.89,24.04,271.7,8.16
2026-06-04 15:27:26,Pune,29.67,47,Clouds,1,2.25,3.13,84.89,1.48
2026-06-04 15:27:27,Ahmedabad,34,51,Clear,2,7.72,26.37,107.11,2.49
2026-06-04 15:27:28,Jaipur,28.19,47,Clouds,2,13.72,25.09,180.33,6.84
2026-06-04 15:32:29,Delhi,38.47,18,Clouds,2,20.11,35.8,337.1,17.21
2026-06-04 15:32:29,Mumbai,30.58,77,Clear,1,3.16,7.1,76.49,0.05
2026-06-04 15:32:30,Hyderabad,28.45,57,Clouds,2,6.24,7.78,158.66,8.71
2026-06-04 15:32:31,Chennai,31.49,77,Clouds,1,9,11.96,236.69,19.81
2026-06-04 15:32:31,Bangalore,23.08,86,Clouds,1,5.14,8.8,219.88,10.74
2026-06-04 15:32:32,Kolkata,29.07,63,Clouds,4,62.72,75.11,292.83,2.85
2026-06-04 15:32:33,Vijayawada,36.67,37,Clouds,2,20.76,26.56,293.49,8.18
2026-06-04 15:32:33,Pune,29.67,47,Clouds,1,2.18,2.99,86.02,1.68
2026-06-04 15:32:34,Ahmedabad,33.9,53,Clear,2,8.03,28.81,106.11,2.63
2026-06-04 15:32:35,Jaipur,29.07,44,Clouds,2,13.58,23.62,176,5.69
2026-06-04 15:37:35,Delhi,37.49,22,Clouds,2,20.11,35.8,337.1,17.21
2026-06-04 15:37:36,Mumbai,30.58,77,Clear,1,3.16,7.1,76.49,0.05
2026-06-04 15:37:36,Hyderabad,30.72,48,Clouds,2,6.24,7.78,158.66,8.71
2026-06-04 15:37:37,Chennai,31.49,77,Clouds,1,9,11.96,236.69,19.81
2026-06-04 15:37:37,Bangalore,23.08,86,Clouds,1,5.14,8.8,219.88,10.74
2026-06-04 15:37:38,Kolkata,29.07,63,Clouds,4,62.72,75.11,292.83,2.85
2026-06-04 15:37:38,Vijayawada,36.67,37,Clouds,2,20.76,26.56,293.49,8.18
2026-06-04 15:37:39,Pune,29.67,47,Clouds,1,2.18,2.99,86.02,1.68
2026-06-04 15:37:39,Ahmedabad,33.9,53,Clear,2,8.03,28.81,106.11,2.63
2026-06-04 15:37:40,Jaipur,29.07,44,Clouds,2,13.58,23.62,176,5.69
2026-06-04 15:42:41,Delhi,37.49,22,Clouds,2,20.11,35.8,337.1,17.21
2026-06-04 15:42:41,Mumbai,30.49,76,Clear,1,3.16,7.1,76.49,0.05
2026-06-04 15:42:42,Hyderabad,30.72,48,Clouds,2,6.24,7.78,158.66,8.71
2026-06-04 15:42:43,Chennai,31.65,77,Clouds,1,9,11.96,236.69,19.81
2026-06-04 15:42:43,Bangalore,23.08,86,Clouds,1,5.14,8.8,219.88,10.74
2026-06-04 15:42:44,Kolkata,29.07,63,Clouds,4,62.72,75.11,292.83,2.85
2026-06-04 15:42:45,Vijayawada,35.42,43,Clouds,2,20.76,26.56,293.49,8.18
2026-06-04 15:42:45,Pune,29.67,47,Clouds,1,2.18,2.99,86.02,1.68
2026-06-04 15:42:46,Ahmedabad,33.9,53,Clear,2,8.03,28.81,106.11,2.63
2026-06-04 15:42:47,Jaipur,29.07,44,Clouds,2,13.58,23.62,176,5.69
2026-06-04 15:47:48,Delhi,37.49,22,Clouds,2,20.11,35.8,337.1,17.21
2026-06-04 15:47:48,Mumbai,30.49,76,Clear,1,3.16,7.1,76.49,0.05
2026-06-04 15:47:49,Hyderabad,30.72,48,Clouds,2,6.24,7.78,158.66,8.71
2026-06-04 15:47:49,Chennai,31.65,77,Clouds,1,9,11.96,236.69,19.81
2026-06-04 15:47:50,Bangalore,23.08,86,Clouds,1,5.14,8.8,219.88,10.74
2026-06-04 15:47:50,Kolkata,29.07,63,Clouds,4,62.72,75.11,292.83,2.85
2026-06-04 15:47:51,Vijayawada,35.42,43,Clouds,2,20.76,26.56,293.49,8.18
2026-06-04 15:47:51,Pune,29.67,47,Clouds,1,2.18,2.99,86.02,1.68
2026-06-04 15:47:52,Ahmedabad,33.9,53,Clear,2,8.03,28.81,106.11,2.63
2026-06-04 15:47:52,Jaipur,29.07,44,Clouds,2,13.58,23.62,176,5.69
